scenario,model,product,location,period,internal,external,inventory,max_inventory_violation,ontime_Strategic,unserved_Strategic,ontime_Standard,unserved_Standard,ontime_Spot,unserved_Spot
Scaled stress test,A_transactional_only,P14,L07,7,23.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0,0.0,7.0
Scaled stress test,A_transactional_only,P14,L07,8,28.0,0.0,0.0,0.0,28.0,0.0,0.0,25.0,0.0,8.0
Scaled stress test,A_transactional_only,P14,L07,9,17.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0,8.0
Scaled stress test,A_transactional_only,P14,L07,10,23.0,0.0,0.0,0.0,23.0,0.0,0.0,16.0,0.0,4.0
Scaled stress test,A_transactional_only,P14,L07,11,22.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0,9.0
Scaled stress test,A_transactional_only,P14,L07,12,28.0,0.0,0.0,0.0,28.0,0.0,0.0,25.0,0.0,14.0
Scaled stress test,A_transactional_only,P14,L08,1,0.0,0.0,0.0,0.0,18.0,0.0,8.0,15.0,0.0,12.0
Scaled stress test,A_transactional_only,P14,L08,2,22.0,0.0,0.0,0.0,22.0,0.0,0.0,14.0,0.0,8.0
Scaled stress test,A_transactional_only,P14,L08,3,25.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,11.0
Scaled stress test,A_transactional_only,P14,L08,4,14.0,0.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,10.0
Scaled stress test,A_transactional_only,P14,L08,5,23.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0,0.0,13.0
Scaled stress test,A_transactional_only,P14,L08,6,17.0,0.0,0.0,0.0,17.0,0.0,0.0,18.0,0.0,18.0
Scaled stress test,A_transactional_only,P14,L08,7,19.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,7.0
Scaled stress test,A_transactional_only,P14,L08,8,25.0,0.0,0.0,0.0,25.0,0.0,0.0,21.0,0.0,9.0
Scaled stress test,A_transactional_only,P14,L08,9,20.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,4.0
Scaled stress test,A_transactional_only,P14,L08,10,26.0,0.0,0.0,0.0,26.0,0.0,0.0,11.0,0.0,8.0
Scaled stress test,A_transactional_only,P14,L08,11,28.0,0.0,0.0,0.0,28.0,0.0,0.0,10.0,0.0,17.0
Scaled stress test,A_transactional_only,P14,L08,12,28.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,4.0
Scaled stress test,A_transactional_only,P14,L09,1,4.0,0.0,0.0,0.0,27.0,0.0,0.0,20.0,0.0,18.0
Scaled stress test,A_transactional_only,P14,L09,2,25.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,16.0
Scaled stress test,A_transactional_only,P14,L09,3,23.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,13.0
Scaled stress test,A_transactional_only,P14,L09,4,17.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0,17.0
Scaled stress test,A_transactional_only,P14,L09,5,28.0,0.0,0.0,0.0,28.0,0.0,0.0,18.0,0.0,10.0
Scaled stress test,A_transactional_only,P14,L09,6,29.0,0.0,0.0,0.0,29.0,0.0,0.0,18.0,0.0,16.0
Scaled stress test,A_transactional_only,P14,L09,7,16.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,18.0
Scaled stress test,A_transactional_only,P14,L09,8,28.0,0.0,0.0,0.0,28.0,0.0,0.0,22.0,0.0,12.0
Scaled stress test,A_transactional_only,P14,L09,9,22.0,0.0,0.0,0.0,22.0,0.0,0.0,21.0,0.0,7.0
Scaled stress test,A_transactional_only,P14,L09,10,30.0,0.0,0.0,0.0,30.0,0.0,0.0,14.0,0.0,20.0
Scaled stress test,A_transactional_only,P14,L09,11,20.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,19.0
Scaled stress test,A_transactional_only,P14,L09,12,26.0,0.0,0.0,0.0,26.0,0.0,0.0,19.0,0.0,16.0
Scaled stress test,A_transactional_only,P14,L10,1,0.0,0.0,12.0,0.0,16.0,0.0,0.0,21.0,0.0,8.0
Scaled stress test,A_transactional_only,P14,L10,2,15.0,0.0,0.0,0.0,27.0,0.0,0.0,25.0,0.0,8.0
Scaled stress test,A_transactional_only,P14,L10,3,24.0,0.0,0.0,0.0,24.0,0.0,0.0,23.0,0.0,18.0
Scaled stress test,A_transactional_only,P14,L10,4,29.0,0.0,0.0,0.0,29.0,0.0,0.0,13.0,0.0,9.0
Scaled stress test,A_transactional_only,P14,L10,5,22.0,0.0,0.0,0.0,22.0,0.0,0.0,25.0,0.0,4.0
Scaled stress test,A_transactional_only,P14,L10,6,14.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,19.0
Scaled stress test,A_transactional_only,P14,L10,7,20.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,0.0,4.0
Scaled stress test,A_transactional_only,P14,L10,8,27.0,0.0,0.0,0.0,27.0,0.0,0.0,15.0,0.0,6.0
Scaled stress test,A_transactional_only,P14,L10,9,21.0,0.0,0.0,0.0,21.0,0.0,0.0,18.0,0.0,16.0
Scaled stress test,A_transactional_only,P14,L10,10,27.0,0.0,0.0,0.0,27.0,0.0,0.0,20.0,0.0,18.0
Scaled stress test,A_transactional_only,P14,L10,11,27.0,0.0,0.0,0.0,27.0,0.0,0.0,20.0,0.0,16.0
Scaled stress test,A_transactional_only,P14,L10,12,21.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L01,1,8.0,0.0,0.0,0.0,27.0,0.0,0.0,20.0,0.0,17.0
Scaled stress test,A_transactional_only,P15,L01,2,19.0,0.0,0.0,0.0,19.0,0.0,0.0,16.0,0.0,20.0
Scaled stress test,A_transactional_only,P15,L01,3,27.0,0.0,0.0,0.0,27.0,0.0,0.0,19.0,0.0,12.0
Scaled stress test,A_transactional_only,P15,L01,4,24.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,18.0
Scaled stress test,A_transactional_only,P15,L01,5,29.0,0.0,0.0,0.0,29.0,0.0,0.0,25.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L01,6,15.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L01,7,23.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L01,8,29.0,0.0,0.0,0.0,29.0,0.0,0.0,18.0,0.0,18.0
Scaled stress test,A_transactional_only,P15,L01,9,27.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L01,10,16.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L01,11,16.0,0.0,0.0,0.0,16.0,0.0,0.0,21.0,0.0,8.0
Scaled stress test,A_transactional_only,P15,L01,12,30.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,15.0
Scaled stress test,A_transactional_only,P15,L02,1,8.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L02,2,48.0,0.0,0.0,0.0,29.0,0.0,19.0,0.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L02,3,43.0,0.0,0.0,0.0,26.0,0.0,17.0,0.0,0.0,15.0
Scaled stress test,A_transactional_only,P15,L02,4,38.0,0.0,0.0,0.0,21.0,0.0,17.0,0.0,0.0,9.0
Scaled stress test,A_transactional_only,P15,L02,5,33.0,0.0,0.0,0.0,19.0,0.0,14.0,0.0,0.0,18.0
Scaled stress test,A_transactional_only,P15,L02,6,38.0,0.0,0.0,0.0,25.0,0.0,13.0,0.0,0.0,16.0
Scaled stress test,A_transactional_only,P15,L02,7,31.0,0.0,0.0,0.0,16.0,0.0,15.0,0.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L02,8,38.0,0.0,0.0,0.0,22.0,0.0,16.0,0.0,0.0,7.0
Scaled stress test,A_transactional_only,P15,L02,9,45.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L02,10,33.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,0.0,4.0
Scaled stress test,A_transactional_only,P15,L02,11,47.0,0.0,0.0,0.0,27.0,0.0,20.0,0.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L02,12,37.0,0.0,0.0,0.0,21.0,0.0,16.0,0.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L03,1,5.0,0.0,0.0,0.0,25.0,0.0,0.0,21.0,0.0,6.0
Scaled stress test,A_transactional_only,P15,L03,2,14.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,16.0
Scaled stress test,A_transactional_only,P15,L03,3,24.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L03,4,20.0,0.0,0.0,0.0,20.0,0.0,0.0,24.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L03,5,20.0,0.0,0.0,0.0,20.0,0.0,0.0,19.0,0.0,19.0
Scaled stress test,A_transactional_only,P15,L03,6,14.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L03,7,18.0,0.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L03,8,29.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L03,9,26.0,0.0,0.0,0.0,26.0,0.0,0.0,19.0,0.0,4.0
Scaled stress test,A_transactional_only,P15,L03,10,23.0,0.0,0.0,0.0,23.0,0.0,0.0,20.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L03,11,18.0,0.0,0.0,0.0,18.0,0.0,0.0,14.0,0.0,17.0
Scaled stress test,A_transactional_only,P15,L03,12,23.0,0.0,0.0,0.0,23.0,0.0,0.0,12.0,0.0,15.0
Scaled stress test,A_transactional_only,P15,L04,1,16.0,0.0,0.0,0.0,30.0,0.0,0.0,22.0,0.0,12.0
Scaled stress test,A_transactional_only,P15,L04,2,28.0,0.0,0.0,0.0,28.0,0.0,0.0,18.0,0.0,14.0
Scaled stress test,A_transactional_only,P15,L04,3,14.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0,14.0
Scaled stress test,A_transactional_only,P15,L04,4,24.0,0.0,0.0,0.0,24.0,0.0,0.0,15.0,0.0,17.0
Scaled stress test,A_transactional_only,P15,L04,5,24.0,0.0,0.0,0.0,24.0,0.0,0.0,9.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L04,6,14.0,0.0,0.0,0.0,14.0,0.0,0.0,25.0,0.0,12.0
Scaled stress test,A_transactional_only,P15,L04,7,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,7.0
Scaled stress test,A_transactional_only,P15,L04,8,25.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,0.0,7.0
Scaled stress test,A_transactional_only,P15,L04,9,19.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,0.0,12.0
Scaled stress test,A_transactional_only,P15,L04,10,28.0,0.0,0.0,0.0,28.0,0.0,0.0,24.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L04,11,30.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L04,12,27.0,0.0,0.0,0.0,27.0,0.0,0.0,17.0,0.0,9.0
Scaled stress test,A_transactional_only,P15,L05,1,13.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L05,2,21.0,0.0,0.0,0.0,21.0,0.0,0.0,16.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L05,3,30.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,0.0,8.0
Scaled stress test,A_transactional_only,P15,L05,4,29.0,0.0,0.0,0.0,29.0,0.0,0.0,20.0,0.0,19.0
Scaled stress test,A_transactional_only,P15,L05,5,15.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L05,6,30.0,0.0,0.0,0.0,30.0,0.0,0.0,24.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L05,7,24.0,0.0,0.0,0.0,24.0,0.0,0.0,10.0,0.0,6.0
Scaled stress test,A_transactional_only,P15,L05,8,25.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,19.0
Scaled stress test,A_transactional_only,P15,L05,9,30.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,0.0,9.0
Scaled stress test,A_transactional_only,P15,L05,10,17.0,0.0,0.0,0.0,17.0,0.0,0.0,25.0,0.0,8.0
Scaled stress test,A_transactional_only,P15,L05,11,26.0,0.0,0.0,0.0,26.0,0.0,0.0,13.0,0.0,13.0
Scaled stress test,A_transactional_only,P15,L05,12,24.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,6.0
Scaled stress test,A_transactional_only,P15,L06,1,14.0,0.0,0.0,0.0,25.0,0.0,0.0,9.0,0.0,19.0
Scaled stress test,A_transactional_only,P15,L06,2,29.0,0.0,0.0,0.0,29.0,0.0,0.0,15.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L06,3,30.0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,0.0,18.0
Scaled stress test,A_transactional_only,P15,L06,4,21.0,0.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,14.0
Scaled stress test,A_transactional_only,P15,L06,5,17.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0,14.0
Scaled stress test,A_transactional_only,P15,L06,6,16.0,0.0,0.0,0.0,16.0,0.0,0.0,22.0,0.0,7.0
Scaled stress test,A_transactional_only,P15,L06,7,15.0,0.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,16.0
Scaled stress test,A_transactional_only,P15,L06,8,28.0,0.0,0.0,0.0,28.0,0.0,0.0,24.0,0.0,12.0
Scaled stress test,A_transactional_only,P15,L06,9,24.0,0.0,0.0,0.0,24.0,0.0,0.0,18.0,0.0,4.0
Scaled stress test,A_transactional_only,P15,L06,10,29.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,6.0
Scaled stress test,A_transactional_only,P15,L06,11,25.0,0.0,0.0,0.0,25.0,0.0,0.0,22.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L06,12,16.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,20.0
Scaled stress test,A_transactional_only,P15,L07,1,24.0,0.0,0.0,0.0,29.0,0.0,0.0,23.0,0.0,12.0
Scaled stress test,A_transactional_only,P15,L07,2,14.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,0.0,12.0
Scaled stress test,A_transactional_only,P15,L07,3,15.0,0.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,8.0
Scaled stress test,A_transactional_only,P15,L07,4,20.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L07,5,14.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,8.0
Scaled stress test,A_transactional_only,P15,L07,6,27.0,0.0,0.0,0.0,27.0,0.0,0.0,20.0,0.0,4.0
Scaled stress test,A_transactional_only,P15,L07,7,27.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,0.0,20.0
Scaled stress test,A_transactional_only,P15,L07,8,29.0,0.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,16.0
Scaled stress test,A_transactional_only,P15,L07,9,18.0,0.0,0.0,0.0,18.0,0.0,0.0,24.0,0.0,19.0
Scaled stress test,A_transactional_only,P15,L07,10,18.0,0.0,0.0,0.0,18.0,0.0,0.0,25.0,0.0,16.0
Scaled stress test,A_transactional_only,P15,L07,11,18.0,0.0,0.0,0.0,18.0,0.0,0.0,25.0,0.0,17.0
Scaled stress test,A_transactional_only,P15,L07,12,22.0,0.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L08,1,26.0,0.0,0.0,0.0,17.0,0.0,25.0,0.0,0.0,20.0
Scaled stress test,A_transactional_only,P15,L08,2,45.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,8.0
Scaled stress test,A_transactional_only,P15,L08,3,35.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L08,4,33.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L08,5,29.0,0.0,0.0,0.0,19.0,0.0,10.0,0.0,0.0,6.0
Scaled stress test,A_transactional_only,P15,L08,6,53.0,0.0,0.0,0.0,29.0,0.0,24.0,0.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L08,7,45.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,10.0
Scaled stress test,A_transactional_only,P15,L08,8,52.0,0.0,0.0,0.0,28.0,0.0,24.0,0.0,0.0,9.0
Scaled stress test,A_transactional_only,P15,L08,9,40.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0,0.0,14.0
Scaled stress test,A_transactional_only,P15,L08,10,32.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,18.0
Scaled stress test,A_transactional_only,P15,L08,11,36.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,0.0,20.0
Scaled stress test,A_transactional_only,P15,L08,12,43.0,0.0,0.0,0.0,30.0,0.0,13.0,0.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L09,1,7.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,0.0,8.0
Scaled stress test,A_transactional_only,P15,L09,2,27.0,0.0,0.0,0.0,27.0,0.0,0.0,22.0,0.0,6.0
Scaled stress test,A_transactional_only,P15,L09,3,21.0,0.0,0.0,0.0,21.0,0.0,0.0,25.0,0.0,15.0
Scaled stress test,A_transactional_only,P15,L09,4,26.0,0.0,0.0,0.0,26.0,0.0,0.0,13.0,0.0,17.0
Scaled stress test,A_transactional_only,P15,L09,5,25.0,0.0,0.0,0.0,25.0,0.0,0.0,18.0,0.0,6.0
Scaled stress test,A_transactional_only,P15,L09,6,14.0,0.0,0.0,0.0,14.0,0.0,0.0,19.0,0.0,7.0
Scaled stress test,A_transactional_only,P15,L09,7,29.0,0.0,0.0,0.0,29.0,0.0,0.0,23.0,0.0,9.0
Scaled stress test,A_transactional_only,P15,L09,8,17.0,0.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L09,9,14.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L09,10,23.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,14.0
Scaled stress test,A_transactional_only,P15,L09,11,15.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L09,12,22.0,0.0,0.0,0.0,22.0,0.0,0.0,24.0,0.0,18.0
Scaled stress test,A_transactional_only,P15,L10,1,0.0,0.0,5.0,0.0,25.0,0.0,0.0,12.0,0.0,15.0
Scaled stress test,A_transactional_only,P15,L10,2,23.0,0.0,0.0,0.0,28.0,0.0,0.0,13.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L10,3,20.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,18.0
Scaled stress test,A_transactional_only,P15,L10,4,29.0,0.0,0.0,0.0,29.0,0.0,0.0,13.0,0.0,7.0
Scaled stress test,A_transactional_only,P15,L10,5,14.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,0.0,17.0
Scaled stress test,A_transactional_only,P15,L10,6,30.0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,0.0,11.0
Scaled stress test,A_transactional_only,P15,L10,7,24.0,0.0,0.0,0.0,24.0,0.0,0.0,15.0,0.0,14.0
Scaled stress test,A_transactional_only,P15,L10,8,28.0,0.0,0.0,0.0,28.0,0.0,0.0,14.0,0.0,20.0
Scaled stress test,A_transactional_only,P15,L10,9,16.0,0.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,4.0
Scaled stress test,A_transactional_only,P15,L10,10,22.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,9.0
Scaled stress test,A_transactional_only,P15,L10,11,30.0,0.0,0.0,0.0,30.0,0.0,0.0,19.0,0.0,5.0
Scaled stress test,A_transactional_only,P15,L10,12,17.0,0.0,0.0,0.0,17.0,0.0,0.0,19.0,0.0,10.0
Scaled stress test,A_transactional_only,P16,L01,1,21.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,0.0,12.0
Scaled stress test,A_transactional_only,P16,L01,2,22.0,0.0,0.0,0.0,22.0,0.0,0.0,23.0,0.0,8.0
Scaled stress test,A_transactional_only,P16,L01,3,22.0,0.0,0.0,0.0,22.0,0.0,0.0,23.0,0.0,10.0
Scaled stress test,A_transactional_only,P16,L01,4,19.0,0.0,0.0,0.0,19.0,0.0,0.0,15.0,0.0,18.0
Scaled stress test,A_transactional_only,P16,L01,5,20.0,0.0,0.0,0.0,20.0,0.0,0.0,19.0,0.0,9.0
Scaled stress test,A_transactional_only,P16,L01,6,23.0,0.0,0.0,0.0,23.0,0.0,0.0,21.0,0.0,19.0
Scaled stress test,A_transactional_only,P16,L01,7,18.0,0.0,0.0,0.0,18.0,0.0,0.0,20.0,0.0,5.0
Scaled stress test,A_transactional_only,P16,L01,8,22.0,0.0,0.0,0.0,22.0,0.0,0.0,14.0,0.0,20.0
Scaled stress test,A_transactional_only,P16,L01,9,20.0,0.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,12.0
Scaled stress test,A_transactional_only,P16,L01,10,18.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,15.0
Scaled stress test,A_transactional_only,P16,L01,11,28.0,0.0,0.0,0.0,28.0,0.0,0.0,25.0,0.0,20.0
Scaled stress test,A_transactional_only,P16,L01,12,20.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,9.0
Scaled stress test,A_transactional_only,P16,L02,1,0.0,0.0,7.0,0.0,22.0,0.0,0.0,9.0,0.0,17.0
Scaled stress test,A_transactional_only,P16,L02,2,9.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,6.0
Scaled stress test,A_transactional_only,P16,L02,3,17.0,0.0,0.0,0.0,17.0,0.0,0.0,18.0,0.0,19.0
Scaled stress test,A_transactional_only,P16,L02,4,21.0,0.0,0.0,0.0,21.0,0.0,0.0,18.0,0.0,12.0
Scaled stress test,A_transactional_only,P16,L02,5,25.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,7.0
Scaled stress test,A_transactional_only,P16,L02,6,15.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,9.0
Scaled stress test,A_transactional_only,P16,L02,7,22.0,0.0,0.0,0.0,22.0,0.0,0.0,25.0,0.0,6.0
Scaled stress test,A_transactional_only,P16,L02,8,27.0,0.0,0.0,0.0,27.0,0.0,0.0,15.0,0.0,11.0
Scaled stress test,A_transactional_only,P16,L02,9,24.0,0.0,0.0,0.0,24.0,0.0,0.0,23.0,0.0,5.0
Scaled stress test,A_transactional_only,P16,L02,10,23.0,0.0,0.0,0.0,23.0,0.0,0.0,17.0,0.0,7.0
Scaled stress test,A_transactional_only,P16,L02,11,25.0,0.0,0.0,0.0,25.0,0.0,0.0,18.0,0.0,7.0
Scaled stress test,A_transactional_only,P16,L02,12,20.0,0.0,0.0,0.0,20.0,0.0,0.0,19.0,0.0,13.0
Scaled stress test,A_transactional_only,P16,L03,1,3.0,0.0,0.0,0.0,15.0,0.0,0.0,11.0,0.0,16.0
Scaled stress test,A_transactional_only,P16,L03,2,19.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,0.0,14.0
Scaled stress test,A_transactional_only,P16,L03,3,22.0,0.0,0.0,0.0,22.0,0.0,0.0,16.0,0.0,9.0
Scaled stress test,A_transactional_only,P16,L03,4,30.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,0.0,13.0
Scaled stress test,A_transactional_only,P16,L03,5,17.0,0.0,0.0,0.0,17.0,0.0,0.0,14.0,0.0,4.0
Scaled stress test,A_transactional_only,P16,L03,6,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,20.0
Scaled stress test,A_transactional_only,P16,L03,7,18.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,18.0
Scaled stress test,A_transactional_only,P16,L03,8,15.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,6.0
Scaled stress test,A_transactional_only,P16,L03,9,24.0,0.0,0.0,0.0,24.0,0.0,0.0,13.0,0.0,4.0
Scaled stress test,A_transactional_only,P16,L03,10,15.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,8.0
Scaled stress test,A_transactional_only,P16,L03,11,23.0,0.0,0.0,0.0,23.0,0.0,0.0,12.0,0.0,20.0
Scaled stress test,A_transactional_only,P16,L03,12,19.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,0.0,8.0
Scaled stress test,A_transactional_only,P16,L04,1,10.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,16.0
Scaled stress test,A_transactional_only,P16,L04,2,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,16.0
Scaled stress test,A_transactional_only,P16,L04,3,24.0,0.0,0.0,0.0,24.0,0.0,0.0,16.0,0.0,16.0
Scaled stress test,A_transactional_only,P16,L04,4,16.0,0.0,0.0,0.0,16.0,0.0,0.0,25.0,0.0,14.0
Scaled stress test,A_transactional_only,P16,L04,5,28.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,7.0
Scaled stress test,A_transactional_only,P16,L04,6,22.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0,8.0
Scaled stress test,A_transactional_only,P16,L04,7,24.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,17.0
Scaled stress test,A_transactional_only,P16,L04,8,17.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0,0.0,9.0
Scaled stress test,A_transactional_only,P16,L04,9,27.0,0.0,0.0,0.0,27.0,0.0,0.0,17.0,0.0,14.0
Scaled stress test,A_transactional_only,P16,L04,10,18.0,0.0,0.0,0.0,18.0,0.0,0.0,17.0,0.0,7.0
Scaled stress test,A_transactional_only,P16,L04,11,25.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,0.0,8.0
Scaled stress test,A_transactional_only,P16,L04,12,28.0,0.0,0.0,0.0,28.0,0.0,0.0,23.0,0.0,5.0
Scaled stress test,A_transactional_only,P16,L05,1,3.0,0.0,0.0,0.0,24.0,0.0,0.0,10.0,0.0,15.0
Scaled stress test,A_transactional_only,P16,L05,2,30.0,0.0,0.0,0.0,30.0,0.0,0.0,21.0,0.0,15.0
Scaled stress test,A_transactional_only,P16,L05,3,25.0,0.0,0.0,0.0,25.0,0.0,0.0,23.0,0.0,12.0
Scaled stress test,A_transactional_only,P16,L05,4,16.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,6.0
Scaled stress test,A_transactional_only,P16,L05,5,20.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,0.0,5.0
Scaled stress test,A_transactional_only,P16,L05,6,30.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,9.0
Scaled stress test,A_transactional_only,P16,L05,7,16.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,11.0
